Term,Year,Campus,College,Dept,Sbjct,Crse,Sect,Crse Title,Instructor Name,Instr Grp,Crse Type,Crse Lvl,Enroll,# Resp,Resp Rate,Interact,Reflect,Connect,Collab,Contrib,Eval,Synth,Diverse,Respect,Challenge,Creative,Discuss,Feedback,Grading,Questions,Tech
Fall,2020,BD,ARSC,ALAC,JPNS,1010,6,Beginning Japanese 1,"Schibli, Hisako",INST,LEC,1000-1999,18,10,55.6%,4.8,4.7,4.6,4.3,3.9,3.9,4.3,4.6,4.9,4.2,4.3,5.0,4.9,5.0,5.0,4.7
Fall,2020,BD,ARSC,ALAC,JPNS,1010,7,Beginning Japanese 1,"Schibli, Hisako",INST,LEC,1000-1999,20,8,40.0%,4.6,4.9,4.8,4.4,4.6,4.1,4.8,4.4,5.0,5.0,4.6,4.9,4.8,4.8,4.9,5.0
Fall,2020,BD,ARSC,ALAC,JPNS,1010,7,Beginning Japanese 1,"Von Der Linn, Emma",TA,LEC,1000-1999,20,8,40.0%,4.6,4.9,4.8,4.4,4.6,4.1,4.8,4.4,5.0,4.8,4.5,4.6,4.8,4.9,4.8,4.9
Fall,2020,BD,ARSC,ALAC,JPNS,1010,8,Beginning Japanese 1,"Yatabe-Waldock, Eriko",OTH,LEC,1000-1999,18,7,38.9%,4.4,4.9,4.6,4.9,4.9,4.7,4.9,4.9,5.0,4.9,4.7,5.0,5.0,5.0,5.0,4.9
Fall,2020,BD,ARSC,ALAC,JPNS,1010,9,Beginning Japanese 1,"Husby, Megan Lynn",OTH,LEC,1000-1999,13,6,46.2%,5.0,4.8,5.0,5.0,4.8,5.0,5.0,4.5,5.0,4.6,4.5,4.8,4.8,4.8,4.8,5.0
Fall,2020,BD,ARSC,ALAC,JPNS,1010,10,Beginning Japanese 1,"Schibli, Hisako",INST,LEC,1000-1999,19,10,52.6%,4.9,4.9,5.0,4.8,4.8,5.0,4.9,5.0,4.9,4.9,4.8,5.0,4.9,4.9,5.0,5.0
Fall,2020,BD,ARSC,ALAC,JPNS,1010,10,Beginning Japanese 1,"Von Der Linn, Emma",TA,LEC,1000-1999,19,10,52.6%,4.9,4.9,5.0,4.8,4.8,5.0,4.9,5.0,4.9,4.9,4.9,5.0,4.9,4.9,5.0,5.0
Fall,2020,BD,ARSC,ALAC,JPNS,2110,1,Intermediate Japanese 1,"Knowles, Jordan N",TA,LEC,2000-3999,12,6,50.0%,5.0,4.8,4.7,5.0,4.7,3.8,4.5,4.3,5.0,4.5,4.4,4.8,5.0,4.8,5.0,4.2
Fall,2020,BD,ARSC,ALAC,JPNS,2110,1,Intermediate Japanese 1,"Matsunaga, Yumiko",INST,LEC,2000-3999,12,5,41.7%,5.0,5.0,4.8,5.0,5.0,4.0,4.6,4.4,5.0,4.8,4.8,5.0,5.0,4.8,5.0,5.0
Fall,2020,BD,ARSC,ALAC,JPNS,2110,2,Intermediate Japanese 1,"Husby, Megan Lynn",OTH,LEC,2000-3999,18,9,50.0%,4.5,4.0,3.8,4.3,4.0,3.4,3.6,4.0,4.8,4.1,4.4,4.6,3.9,4.3,4.6,4.2
Fall,2020,BD,ARSC,ALAC,JPNS,2110,3,Intermediate Japanese 1,"Brack, Alana Alexis",TA,LEC,2000-3999,19,8,42.1%,5.0,4.6,4.9,4.9,5.0,4.8,4.7,4.9,5.0,4.4,4.2,5.0,4.3,4.4,4.6,4.4
Fall,2020,BD,ARSC,ALAC,JPNS,2110,3,Intermediate Japanese 1,"Matsunaga, Yumiko",INST,LEC,2000-3999,19,8,42.1%,5.0,4.6,4.9,4.9,5.0,4.8,4.7,4.9,5.0,4.9,4.8,5.0,4.9,4.9,5.0,4.8
Fall,2020,BD,ARSC,ALAC,JPNS,2110,4,Intermediate Japanese 1,"Matsunaga, Yumiko",INST,LEC,2000-3999,16,7,43.8%,4.9,4.7,4.7,4.9,4.7,4.6,4.7,4.6,4.9,5.0,4.9,4.9,4.8,4.9,4.9,4.7
Fall,2020,BD,ARSC,ALAC,JPNS,2110,4,Intermediate Japanese 1,"Younggreen, Cassidy",TA,LEC,2000-3999,16,7,43.8%,4.9,4.7,4.7,4.9,4.7,4.6,4.7,4.6,4.9,4.7,5.0,4.9,4.9,4.9,4.9,4.9
Fall,2020,BD,ARSC,ALAC,JPNS,3110,1,Advanced Japanese 1,"Kawakami, Kiyomi",INST,LEC,2000-3999,17,11,64.7%,4.9,4.7,4.5,4.8,4.8,4.6,4.8,4.5,5.0,4.7,4.6,4.7,4.7,4.7,5.0,4.7
Fall,2020,BD,ARSC,ALAC,JPNS,3110,1,Advanced Japanese 1,"Otachime, Catherine Miki",TA,LEC,2000-3999,17,11,64.7%,4.9,4.7,4.5,4.8,4.8,4.6,4.8,4.5,4.8,4.5,4.7,4.7,4.6,4.3,4.8,4.3
Fall,2020,BD,ARSC,ALAC,JPNS,3110,2,Advanced Japanese 1,"Kawakami, Kiyomi",INST,LEC,2000-3999,15,9,60.0%,4.9,4.9,4.7,4.8,4.6,4.6,5.0,4.4,4.9,4.6,4.8,4.6,4.6,4.8,4.9,4.9
Fall,2020,BD,ARSC,ALAC,JPNS,3110,2,Advanced Japanese 1,"Leininger, Dean Stephen",TA,LEC,2000-3999,15,9,60.0%,4.9,4.9,4.7,4.8,4.6,4.6,5.0,4.4,4.9,4.7,4.9,4.6,4.8,4.9,4.9,4.9
Fall,2020,BD,ARSC,ALAC,JPNS,3110,3,Advanced Japanese 1,"Kawakami, Kiyomi",INST,LEC,2000-3999,15,10,66.7%,4.8,4.4,4.6,4.8,4.1,3.8,4.4,4.4,4.9,4.7,4.3,4.1,4.4,4.9,4.3,4.7
Fall,2020,BD,ARSC,ALAC,JPNS,3110,3,Advanced Japanese 1,"Williams, Alyssa",TA,LEC,2000-3999,15,10,66.7%,4.8,4.4,4.6,4.8,4.1,3.8,4.4,4.4,4.7,4.6,4.3,4.3,4.7,4.6,4.7,4.7
Fall,2020,BD,ARSC,ALAC,JPNS,3200,1,Adv Wrtg Chinese & Japanese,"Miao, Xiaojing",OTH,LEC,2000-3999,9,8,88.9%,4.9,4.3,3.3,4.4,4.5,4.8,4.8,3.9,4.8,4.6,4.4,4.8,3.9,4.3,4.6,4.3
Fall,2020,BD,ARSC,ALAC,JPNS,3200,1,Adv Wrtg Chinese & Japanese,"Myers, Travis Allyn",TA,LEC,2000-3999,9,8,88.9%,4.9,4.3,3.3,4.4,4.5,4.8,4.8,3.9,4.6,4.1,3.9,4.6,4.3,4.1,4.6,4.4
Fall,2020,BD,ARSC,ALAC,JPNS,3200,2,Adv Wrtg Chinese & Japanese,"Miao, Xiaojing",OTH,LEC,2000-3999,10,10,100.0%,4.6,4.4,3.6,3.8,4.8,4.4,4.4,4.2,4.4,4.4,4.5,4.7,4.3,4.6,4.9,4.5
Fall,2020,BD,ARSC,ALAC,JPNS,3200,2,Adv Wrtg Chinese & Japanese,"Myers, Travis Allyn",TA,LEC,2000-3999,10,10,100.0%,4.6,4.4,3.6,3.8,4.8,4.4,4.4,4.2,4.9,4.5,4.6,4.8,4.4,4.7,4.9,4.7
Fall,2020,BD,ARSC,ALAC,JPNS,3811,1,Classical Japanese Literature,"Burge, Marjorie",TTT,LEC,2000-3999,26,9,34.6%,5.0,5.0,4.7,4.9,5.0,5.0,5.0,4.9,5.0,4.9,4.9,4.9,4.4,4.7,4.9,4.7
Fall,2020,BD,ARSC,ALAC,JPNS,3871,1,Horror in Japanese Literature,"Brown, Janice C",TTT,LEC,2000-3999,34,13,38.2%,4.4,4.5,4.2,3.8,4.5,4.5,4.5,4.7,4.6,4.8,4.5,4.8,4.3,4.5,4.6,4.6
Fall,2020,BD,ARSC,ALAC,JPNS,3881,1,Environment in Japan Lit/Cult,"Brown, Janice C",TTT,LEC,2000-3999,30,15,50.0%,4.7,4.5,4.5,3.6,4.5,4.7,4.6,4.7,5.0,4.5,4.5,4.8,4.6,4.8,5.0,4.5
Fall,2020,BD,ARSC,ALAC,JPNS,4110,1,Adv Rdgs in Modern Japanese 1,"Hacke, Mariko",OTH,LEC,4000-4999,10,6,60.0%,4.8,3.7,4.3,3.8,4.5,3.7,3.8,3.5,5.0,4.0,4.3,4.3,4.2,4.8,4.5,3.8
Fall,2020,BD,ARSC,ALAC,JPNS,4310,1,Classical Japanese 1,"Kimbrough, Randle Keller",TTT,LEC,4000-4999,2,2,100.0%,5.0,5.0,3.0,4.0,4.5,4.0,4.0,,5.0,5.0,5.0,4.0,4.5,4.5,4.5,5.0
Fall,2020,BD,ARSC,ALAC,JPNS,5280,1,Tpc Classical Japanese Lit,"Burge, Marjorie",TTT,SEM,Graduate,7,2,28.6%,5.0,5.0,4.0,4.5,5.0,5.0,5.0,5.0,5.0,4.5,4.5,5.0,5.0,5.0,5.0,5.0
Fall,2020,BD,ARSC,ALAC,JPNS,5310,1,Adv Classical Japanese 1,"Kimbrough, Randle Keller",TTT,LEC,Graduate,3,3,100.0%,4.3,5.0,3.5,4.0,4.3,4.3,5.0,4.0,4.3,4.7,4.0,4.7,5.0,5.0,5.0,4.0
Fall,2020,BD,ARSC,ALAC,JPNS,5830,1,Thought and Culture,"Brown, Janice C",TTT,SEM,Graduate,9,7,77.8%,4.8,4.8,3.8,4.3,4.8,4.8,4.8,4.5,4.8,4.8,5.0,4.8,4.9,4.6,5.0,4.6
Fall,2020,BD,ARSC,ALAC,JPNS,5980,1,Japanese Language Pedagogy,"Matsunaga, Yumiko",INST,LEC,Graduate,5,5,100.0%,5.0,5.0,5.0,4.4,5.0,5.0,4.0,4.5,5.0,4.2,4.2,4.8,4.8,4.6,4.8,5.0
Fall,2020,BD,ARSC,ALAC,KREN,1010,1,Beginning Korean 1,"Suh, Hee Seung",OTH,LEC,1000-1999,18,11,61.1%,4.7,4.3,4.5,4.3,4.0,4.3,4.0,3.8,4.3,4.3,3.7,4.6,4.2,4.2,4.5,4.5
Fall,2020,BD,ARSC,ALAC,KREN,1010,2,Beginning Korean 1,"Kim, Sangbok",INST,LEC,1000-1999,11,5,45.5%,4.0,3.6,3.6,4.2,3.8,4.5,3.5,3.5,4.0,4.0,3.0,4.6,3.8,4.2,4.6,4.5
Fall,2020,BD,ARSC,ALAC,KREN,1010,3,Beginning Korean 1,"Huh, Yoonyung",OTH,LEC,1000-1999,12,7,58.3%,4.9,4.4,4.0,4.6,3.5,4.3,4.0,4.2,4.5,4.3,3.7,4.7,3.7,4.3,4.6,4.4
Fall,2020,BD,ARSC,ALAC,KREN,1010,4,Beginning Korean 1,"Huh, Yoonyung",OTH,LEC,1000-1999,15,12,80.0%,4.9,4.5,4.5,4.9,4.4,4.2,4.7,4.7,4.8,4.6,4.7,4.8,4.5,4.4,4.8,4.6
Fall,2020,BD,ARSC,ALAC,KREN,1010,5,Beginning Korean 1,"Huh, Yoonyung",OTH,LEC,1000-1999,18,14,77.8%,4.9,4.8,4.8,4.7,4.3,4.2,4.1,4.7,4.8,4.8,4.6,4.6,4.7,4.7,4.7,4.8
Fall,2020,BD,ARSC,ALAC,KREN,1010,6,Beginning Korean 1,"Suh, Hee Seung",OTH,LEC,1000-1999,7,5,71.4%,4.8,4.6,4.6,5.0,4.0,4.0,4.3,4.3,5.0,5.0,4.5,4.8,4.8,4.8,5.0,4.8
Fall,2020,BD,ARSC,ALAC,KREN,2110,1,Intermediate Korean 1,"Kim, Sangbok",INST,LEC,2000-3999,19,9,47.4%,4.8,4.8,4.5,4.7,4.3,4.0,4.4,4.5,4.6,4.7,4.3,4.7,4.8,4.4,4.6,4.6
Fall,2020,BD,ARSC,ALAC,KREN,2110,2,Intermediate Korean 1,"Suh, Hee Seung",OTH,LEC,2000-3999,16,13,81.3%,4.8,4.8,4.8,4.8,4.5,4.2,4.6,4.5,4.8,4.8,4.7,4.8,4.5,4.5,4.8,4.9
Fall,2020,BD,ARSC,ALAC,KREN,2441,1,Film and Korean Culture,"Asokan, Sue Heun Kim",OTH,LEC,2000-3999,28,17,60.7%,4.9,4.7,4.8,3.7,4.6,4.6,4.7,4.9,4.9,4.8,4.7,5.0,4.6,4.7,4.8,4.7
Fall,2020,BD,ARSC,ALAC,KREN,3110,1,Advanced Korean 1,"Kim, Sangbok",INST,LEC,2000-3999,10,6,60.0%,4.0,3.5,3.7,4.0,3.7,3.3,3.8,2.7,3.8,4.0,3.5,3.8,3.8,3.2,4.2,4.0
Fall,2020,BD,ARSC,ALAC,KREN,3851,1,Korean Popular Culture,"Asokan, Sue Heun Kim",OTH,LEC,2000-3999,20,16,80.0%,4.8,4.8,4.9,4.1,4.6,4.6,4.8,4.6,4.8,4.6,4.7,4.7,4.7,4.8,4.9,4.8
Fall,2020,BD,ARSC,ANTH,ANTH,1115,10,Caribbean/Post Colonial,"Roland, Lorecia Kaifa-Aliya",TTT,LEC,1000-1999,200,86,43.0%,4.6,4.7,4.7,4.0,4.3,4.6,4.5,4.9,4.9,4.7,4.4,4.7,4.4,4.7,4.8,4.5
Fall,2020,BD,ARSC,ANTH,ANTH,1115,11,Caribbean/Post Colonial,"Butcher, Georgia Baldwin",TA,REC,1000-1999,20,10,50.0%,5.0,4.6,4.7,4.3,4.6,4.3,4.6,5.0,5.0,4.6,3.6,4.8,4.5,4.6,4.9,4.7
Fall,2020,BD,ARSC,ANTH,ANTH,1115,12,Caribbean/Post Colonial,"Tippin, Chilton Lee",TA,REC,1000-1999,18,7,38.9%,5.0,4.7,4.9,4.6,4.9,4.7,4.4,4.9,5.0,4.4,4.2,5.0,4.9,5.0,5.0,4.9
Fall,2020,BD,ARSC,ANTH,ANTH,1115,13,Caribbean/Post Colonial,"Donlan, Kathleen Elizabeth",TA,REC,1000-1999,24,8,33.3%,4.9,4.8,4.6,4.6,4.1,4.6,4.8,4.8,4.9,4.6,4.0,4.9,4.5,4.9,5.0,4.9
Fall,2020,BD,ARSC,ANTH,ANTH,1115,15,Caribbean/Post Colonial,"Butcher, Georgia Baldwin",TA,REC,1000-1999,22,16,72.7%,4.3,4.6,4.5,3.9,4.2,4.4,4.2,4.7,4.7,4.6,4.3,4.6,4.6,4.9,4.9,4.7
Fall,2020,BD,ARSC,ANTH,ANTH,1115,16,Caribbean/Post Colonial,"Tippin, Chilton Lee",TA,REC,1000-1999,23,8,34.8%,4.3,4.1,4.1,3.8,4.9,4.5,4.1,5.0,4.9,4.1,4.2,4.9,4.3,4.7,4.8,4.6
Fall,2020,BD,ARSC,ANTH,ANTH,1115,17,Caribbean/Post Colonial,"Donlan, Kathleen Elizabeth",TA,REC,1000-1999,20,8,40.0%,4.9,4.8,4.8,4.3,4.9,4.3,4.4,4.4,4.9,4.9,4.7,4.9,4.9,5.0,5.0,5.0
Fall,2020,BD,ARSC,ANTH,ANTH,1115,18,Caribbean/Post Colonial,"Donlan, Kathleen Elizabeth",TA,REC,1000-1999,23,9,39.1%,4.4,4.8,4.8,4.1,4.6,4.7,4.4,5.0,4.8,4.6,4.2,4.7,4.7,4.6,4.8,4.8
Fall,2020,BD,ARSC,ANTH,ANTH,1115,19,Caribbean/Post Colonial,"Tippin, Chilton Lee",TA,REC,1000-1999,23,8,34.8%,4.6,4.8,4.6,4.3,4.4,4.5,4.5,4.6,4.6,4.4,4.3,4.4,4.4,4.0,4.8,4.4
Fall,2020,BD,ARSC,ANTH,ANTH,1115,20,Caribbean/Post Colonial,"Butcher, Georgia Baldwin",TA,REC,1000-1999,27,11,40.7%,4.8,5.0,4.9,4.5,4.8,4.8,4.7,5.0,5.0,4.9,4.7,4.9,4.7,4.8,4.9,5.0
Fall,2020,BD,ARSC,ANTH,ANTH,1140,100,Expl/Nonwest Cult/Maya,"Kurnick, Sarah Jill",TTT,LEC,1000-1999,137,41,29.9%,4.1,4.3,4.3,3.1,3.7,4.2,4.3,4.6,4.7,4.3,4.3,4.2,3.9,4.3,4.4,4.4
Fall,2020,BD,ARSC,ANTH,ANTH,1140,101,Expl/Nonwest Cult/Maya,"Matteliano, Melanie Elaine",TA,REC,1000-1999,24,8,33.3%,4.8,4.4,4.1,4.6,4.4,4.3,4.5,4.1,4.8,4.4,4.3,4.9,4.4,4.4,4.6,4.3
Fall,2020,BD,ARSC,ANTH,ANTH,1140,102,Expl/Nonwest Cult/Maya,"Pettigrew, Devin Brent",TA,REC,1000-1999,24,6,25.0%,4.7,4.3,4.0,4.0,4.5,4.3,4.3,4.0,4.6,4.6,4.6,4.6,4.2,4.4,4.6,4.6
Fall,2020,BD,ARSC,ANTH,ANTH,1140,103,Expl/Nonwest Cult/Maya,"Pettigrew, Devin Brent",TA,REC,1000-1999,24,3,12.5%,3.3,3.0,3.0,3.7,3.0,3.0,3.3,4.0,3.7,2.3,3.0,2.3,1.7,1.5,2.3,2.7
Fall,2020,BD,ARSC,ANTH,ANTH,1140,104,Expl/Nonwest Cult/Maya,"Matteliano, Melanie Elaine",TA,REC,1000-1999,18,5,27.8%,5.0,4.4,4.4,3.6,4.4,4.4,4.0,4.8,4.8,4.8,3.8,4.8,4.2,4.2,4.6,4.6
Fall,2020,BD,ARSC,ANTH,ANTH,1140,105,Expl/Nonwest Cult/Maya,"Darcy Jr, Kevin",TA,REC,1000-1999,29,14,48.3%,4.6,4.4,4.6,4.1,4.2,4.4,4.5,4.5,4.9,4.6,4.5,4.8,4.8,4.8,4.8,4.8
Fall,2020,BD,ARSC,ANTH,ANTH,1140,106,Expl/Nonwest Cult/Maya,"Darcy Jr, Kevin",TA,REC,1000-1999,18,6,33.3%,4.5,4.5,4.5,4.2,4.7,5.0,4.8,4.8,4.8,4.3,4.8,4.8,4.2,4.8,4.7,4.8
Fall,2020,BD,ARSC,ANTH,ANTH,1155,200,Expl Global Cult Diversity,"Jones, Carla Mae",TTT,LEC,1000-1999,92,42,45.7%,4.1,4.4,4.7,3.1,3.8,4.5,4.3,4.8,4.9,4.4,4.0,4.4,3.9,4.1,4.5,4.3
Fall,2020,BD,ARSC,ANTH,ANTH,1155,201,Expl Global Cult Diversity,"Ortiz, Gregorio",TA,REC,1000-1999,36,16,44.4%,4.7,4.4,4.8,3.9,4.1,4.4,4.3,4.8,4.9,4.4,3.8,4.7,3.9,4.2,4.6,4.2
Fall,2020,BD,ARSC,ANTH,ANTH,1155,202,Expl Global Cult Diversity,"Davenport, Gillian",TA,REC,1000-1999,29,11,37.9%,4.3,4.5,4.3,3.8,4.5,4.5,4.6,4.8,4.9,4.7,4.1,4.9,4.1,4.2,4.4,4.2
Fall,2020,BD,ARSC,ANTH,ANTH,1155,202,Expl Global Cult Diversity,"Ortiz, Gregorio",TA,REC,1000-1999,29,11,37.9%,4.3,4.5,4.3,3.8,4.5,4.5,4.6,4.8,4.7,4.5,3.5,4.6,4.5,4.5,4.7,4.5
Fall,2020,BD,ARSC,ANTH,ANTH,1155,203,Expl Global Cult Diversity,"Davenport, Gillian",TA,REC,1000-1999,27,19,70.4%,4.5,4.7,4.7,3.5,4.1,4.4,4.3,4.8,4.9,4.3,3.9,4.7,3.9,3.8,4.4,4.4
Fall,2020,BD,ARSC,ANTH,ANTH,1155,203,Expl Global Cult Diversity,"Ortiz, Gregorio",TA,REC,1000-1999,27,19,70.4%,4.5,4.7,4.7,3.5,4.1,4.4,4.3,4.8,4.9,4.8,3.9,4.8,4.2,4.6,4.7,4.7
Fall,2020,BD,ARSC,ANTH,ANTH,1170,100,"Culture, Gender, Film","Hammons, Christian Stanford",INST,LEC,1000-1999,332,98,29.5%,4.2,4.3,4.5,3.7,4.0,4.2,4.2,4.8,4.7,4.5,4.2,4.2,3.8,4.3,4.2,4.5
Fall,2020,BD,ARSC,ANTH,ANTH,1170,101,"Culture, Gender, Film","Lee, Hwa Yeon",TA,REC,1000-1999,20,4,20.0%,4.8,3.8,4.0,3.3,4.0,4.5,3.5,4.8,4.5,3.5,2.3,4.8,1.8,2.3,3.3,3.5
Fall,2020,BD,ARSC,ANTH,ANTH,1170,102,"Culture, Gender, Film","Drolet, Anden Harald",TA,REC,1000-1999,20,4,20.0%,3.8,3.8,4.8,3.8,3.5,3.8,3.3,4.8,4.8,4.8,4.3,4.3,4.5,4.3,4.5,4.5
Fall,2020,BD,ARSC,ANTH,ANTH,1170,103,"Culture, Gender, Film","Peiu, Toma Serban",TA,REC,1000-1999,19,10,52.6%,4.9,4.8,4.9,4.6,4.6,4.7,4.6,4.9,4.9,4.7,4.5,4.9,4.7,4.7,4.9,4.8
Fall,2020,BD,ARSC,ANTH,ANTH,1170,104,"Culture, Gender, Film","McClean, Ferrell Page",TA,REC,1000-1999,19,9,47.4%,4.8,4.8,4.8,4.3,4.7,4.6,4.7,4.9,4.9,4.7,4.3,4.8,4.2,4.4,4.7,4.6
Fall,2020,BD,ARSC,ANTH,ANTH,1170,105,"Culture, Gender, Film","Hanson, Thomas Edward",TA,REC,1000-1999,20,4,20.0%,4.0,4.0,5.0,3.5,3.8,3.5,4.0,5.0,4.7,4.0,3.7,4.7,4.0,4.0,4.0,5.0
Fall,2020,BD,ARSC,ANTH,ANTH,1170,106,"Culture, Gender, Film","Lee, Hwa Yeon",TA,REC,1000-1999,20,5,25.0%,4.2,4.4,4.6,4.2,4.6,4.6,4.2,4.8,4.8,4.4,4.3,5.0,4.8,4.0,4.6,4.2
Fall,2020,BD,ARSC,ANTH,ANTH,1170,107,"Culture, Gender, Film","Ortiz, Eliseo",TA,REC,1000-1999,21,10,47.6%,4.1,4.1,4.1,3.8,4.2,4.1,3.6,3.9,4.3,3.9,4.2,4.4,3.9,4.0,4.3,4.1
Fall,2020,BD,ARSC,ANTH,ANTH,1170,108,"Culture, Gender, Film","Cruz, Patrick",TA,REC,1000-1999,21,4,19.0%,5.0,4.8,4.8,4.8,5.0,5.0,5.0,5.0,5.0,4.8,5.0,5.0,4.8,4.7,5.0,5.0
Fall,2020,BD,ARSC,ANTH,ANTH,1170,109,"Culture, Gender, Film","McClean, Ferrell Page",TA,REC,1000-1999,21,6,28.6%,4.8,4.8,5.0,4.3,4.7,4.5,4.7,4.8,5.0,4.7,4.7,4.3,4.5,4.5,5.0,4.8
Fall,2020,BD,ARSC,ANTH,ANTH,1170,110,"Culture, Gender, Film","Hanson, Thomas Edward",TA,REC,1000-1999,23,7,30.4%,4.9,4.6,4.7,4.4,4.6,4.7,4.6,5.0,5.0,4.3,4.4,4.9,4.6,4.9,4.7,4.9
Fall,2020,BD,ARSC,ANTH,ANTH,1170,111,"Culture, Gender, Film","Zackary, Burditt Andrew",TA,REC,1000-1999,21,5,23.8%,5.0,5.0,5.0,4.8,4.8,5.0,4.8,5.0,4.2,4.8,4.8,4.8,4.6,4.8,5.0,4.8
Fall,2020,BD,ARSC,ANTH,ANTH,1170,112,"Culture, Gender, Film","Cruz, Patrick",TA,REC,1000-1999,18,4,22.2%,4.8,4.0,3.8,4.0,3.5,3.3,3.0,4.5,4.5,3.5,3.0,4.5,2.3,2.3,4.3,3.0
Fall,2020,BD,ARSC,ANTH,ANTH,1170,113,"Culture, Gender, Film","Ortiz, Eliseo",TA,REC,1000-1999,21,9,42.9%,3.8,4.0,4.7,3.6,4.1,4.0,4.0,4.7,4.2,3.8,3.9,4.2,3.7,3.5,4.1,4.2
Fall,2020,BD,ARSC,ANTH,ANTH,1170,114,"Culture, Gender, Film","Drolet, Anden Harald",TA,REC,1000-1999,22,3,13.6%,4.7,4.7,5.0,4.0,5.0,4.5,4.3,5.0,5.0,4.7,4.0,5.0,2.5,3.0,5.0,4.0
Fall,2020,BD,ARSC,ANTH,ANTH,1170,115,"Culture, Gender, Film","Zackary, Burditt Andrew",TA,REC,1000-1999,22,9,40.9%,5.0,5.0,4.9,4.8,4.7,4.9,4.4,5.0,5.0,4.8,4.3,5.0,4.9,5.0,4.9,4.8
Fall,2020,BD,ARSC,ANTH,ANTH,1170,116,"Culture, Gender, Film","Peiu, Toma Serban",TA,REC,1000-1999,24,13,54.2%,4.9,4.8,4.9,4.5,4.6,4.8,4.8,5.0,5.0,4.6,4.7,5.0,4.9,4.8,5.0,4.9
Fall,2020,BD,ARSC,ANTH,ANTH,1190,100,Origins of Ancient Civilizatns,"Joyce, Arthur A",TTT,LEC,1000-1999,209,52,24.9%,3.6,3.8,3.7,2.4,3.2,4.3,3.7,4.2,4.7,3.9,3.9,3.9,3.3,4.3,4.4,4.1
Fall,2020,BD,ARSC,ANTH,ANTH,1190,101,Origins of Ancient Civilizatns,"Buckser, Sarah Grace",TA,REC,1000-1999,21,4,19.0%,3.8,3.8,3.0,3.3,4.0,4.3,3.5,4.5,4.0,3.8,3.3,3.5,3.3,3.8,3.8,3.5
Fall,2020,BD,ARSC,ANTH,ANTH,1190,102,Origins of Ancient Civilizatns,"Aceves, Andrew",TA,REC,1000-1999,16,4,25.0%,5.0,4.0,3.3,1.8,3.5,3.8,3.5,4.0,5.0,3.8,2.5,4.5,3.5,4.3,4.8,4.8
Fall,2020,BD,ARSC,ANTH,ANTH,1190,103,Origins of Ancient Civilizatns,"Kulenguski, Alexandra Marie",TA,REC,1000-1999,17,6,35.3%,3.8,4.2,2.8,3.2,3.2,4.4,3.2,4.5,5.0,3.6,3.7,4.2,4.5,4.8,4.8,4.3
Fall,2020,BD,ARSC,ANTH,ANTH,1190,104,Origins of Ancient Civilizatns,"Buckser, Sarah Grace",TA,REC,1000-1999,21,5,23.8%,5.0,4.0,4.0,3.0,3.8,4.4,4.3,4.6,5.0,4.2,3.2,4.2,4.0,4.4,4.2,4.4
Fall,2020,BD,ARSC,ANTH,ANTH,1190,105,Origins of Ancient Civilizatns,"Kulenguski, Alexandra Marie",TA,REC,1000-1999,19,4,21.1%,4.3,4.0,3.5,3.5,4.0,3.8,3.5,4.0,5.0,3.8,4.0,3.5,4.0,5.0,4.8,4.3
Fall,2020,BD,ARSC,ANTH,ANTH,1190,106,Origins of Ancient Civilizatns,"Puente, Nicholas Alexander",TA,REC,1000-1999,22,7,31.8%,4.6,4.3,3.7,2.9,3.4,3.9,3.6,4.4,4.6,3.6,3.8,4.1,4.0,4.6,4.4,4.5
Fall,2020,BD,ARSC,ANTH,ANTH,1190,107,Origins of Ancient Civilizatns,"Puente, Nicholas Alexander",TA,REC,1000-1999,20,5,25.0%,3.0,4.4,3.0,2.8,2.8,3.0,3.2,3.2,3.5,3.5,3.5,3.3,3.3,3.5,3.8,3.5
Fall,2020,BD,ARSC,ANTH,ANTH,1190,109,Origins of Ancient Civilizatns,"Aceves, Andrew",TA,REC,1000-1999,21,6,28.6%,4.7,4.0,4.0,3.2,3.8,3.8,3.7,4.3,4.7,4.0,3.0,4.2,3.3,4.3,4.2,4.3
Fall,2020,BD,ARSC,ANTH,ANTH,1190,110,Origins of Ancient Civilizatns,"Aceves, Andrew",TA,REC,1000-1999,14,5,35.7%,3.2,3.2,2.8,3.0,3.6,2.5,2.8,2.5,4.0,3.3,3.0,3.8,3.0,3.2,4.0,3.8
Fall,2020,BD,ARSC,ANTH,ANTH,1190,111,Origins of Ancient Civilizatns,"Buckser, Sarah Grace",TA,REC,1000-1999,17,4,23.5%,4.8,4.0,3.3,4.0,4.3,4.0,3.8,3.8,3.5,3.0,3.3,4.0,3.0,2.8,3.3,2.5
Fall,2020,BD,ARSC,ANTH,ANTH,1190,112,Origins of Ancient Civilizatns,"Kulenguski, Alexandra Marie",TA,REC,1000-1999,13,2,15.4%,3.5,4.0,4.5,3.5,3.5,4.5,4.5,4.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Fall,2020,BD,ARSC,ANTH,ANTH,1190,113,Origins of Ancient Civilizatns,"Puente, Nicholas Alexander",TA,REC,1000-1999,8,2,25.0%,3.5,3.5,3.0,2.0,4.5,5.0,5.0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0
